nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002631	Patrick McIntire	\N	\N	location_management,producer,production_manager	tt0429493,tt0910936,tt1723121,tt2436386
nm0002632	Anthony E. Kountz	\N	\N	assistant_director,miscellaneous,art_department	tt0343135,tt0115734,tt0119488,tt0251075
nm0002633	Ken Rush	1968	\N	actor	tt0179344,tt0188830,tt0162065,tt0254617
nm0002634	Imogen Murphy	\N	\N	director,writer,assistant_director	tt5674872,tt7286848,tt4320944
nm0002635	Maurizio Argentieri	1964	\N	sound_department,actor	tt0892318,tt5294550,tt0399201,tt0237539
nm0002636	Heidi Grotsky	1969	\N	make_up_department,actress	tt0116367,tt0124901,tt0112408,tt0112906
nm0002637	Steven Warren Hill	1966	\N	actor,camera_department,writer	tt0164145,tt0156946,tt1733304,tt0208520
nm0002638	Robert F. Phillips	\N	\N	producer,production_manager,camera_department	tt0985699,tt0117523
nm0002639	Roger Slater	\N	\N	sound_department	tt1077744,tt0134250,tt0112586,tt1983079
nm0002640	Norman Orenstein	\N	\N	composer,soundtrack,music_department	tt3067274,tt0377713,tt0848557,tt0285492
nm0002641	Erik MacArthur	1976	\N	actor,director,writer	tt0212555,tt0120789,tt1591613
nm0002642	Warwick Young	1973	\N	actor,writer,producer	tt2973554,tt3655172,tt3469750,tt1418646
nm0002643	Robert A. Harris	\N	\N	miscellaneous,producer,production_manager	tt0054331,tt0101296,tt0099703,tt0018192
nm0002644	Brian Berdan	\N	\N	editorial_department,editor,soundtrack	tt2062700,tt4093826,tt0479884,tt0110632
nm0002645	Paolo Genovese	1966	\N	writer,director	tt1630637,tt0203584,tt2427968,tt4901306
nm0002646	Sheila Haley	\N	\N	production_designer,art_director,art_department	tt0330251,tt0491738,tt4532368
nm0002647	Barrie Hemsley	\N	\N	visual_effects,writer,director	tt0382625,tt0384766,tt3659388,tt1587310
nm0002648	Jeff Jenofsky	\N	\N	assistant_director,miscellaneous,production_manager	tt0246578,tt0208003,tt0169547,tt0146675
nm0002649	Yûki Masuda	1973	\N	actress,animation_department,miscellaneous	tt0366621,tt0290223,tt0417104,tt0396659
nm0002650	Dylan Pank	1971	\N	sound_department,writer,director	tt0214644,tt0367045,tt0213537,tt1301163
nm0002651	Gary Rosen	\N	\N	writer,producer,director	tt0110443,tt3663490,tt0119244,tt1588878
nm0002652	Gary Rosen	\N	\N		tt0358197,tt0268808
nm0002653	Joe Johnston	1950	\N	director,visual_effects,producer	tt0458339,tt0163025,tt0132477,tt0102803
nm0002654	Bill Schwarz	\N	\N	camera_department,cinematographer,producer	tt0259497,tt0087472,tt0116834,tt0124555
nm0002655	Tracy Granger	1956	\N	editor,editorial_department,music_department	tt0171804,tt0104321,tt2395417,tt6601502
nm0002656	Benedikt Brydern	\N	\N	composer,music_department,actor	tt1082599,tt2078718,tt1096997,tt0137494
nm0002657	Gary Ross	1956	\N	writer,producer,director	tt0094737,tt0120789,tt1392170,tt0329575
nm0002658	Michael Gibbs	1937	\N	composer,music_department,soundtrack	tt0101595,tt0104684,tt0067375,tt0093164
nm0002659	Les Weldon	\N	\N	producer,writer,actor	tt3300542,tt1959563,tt1320253,tt2274648
nm0002660	Paddy Eason	1966	\N	visual_effects,miscellaneous	tt4649466,tt0304141,tt1010048,tt0319061
nm0002661	Chris Angel	1972	\N	editor,editorial_department,director	tt7251532,tt7300490,tt0209160,tt0915473
nm0002662	Orestes Matacena	1941	\N	actor,writer,producer	tt0096213,tt2076974,tt3261388,tt0110475
nm0002663	Diane Ladd	1935	\N	actress,director,writer	tt0100935,tt2446980,tt0071315,tt0071115
nm0002664	David Diliberto	1970	\N	producer,editorial_department,editor	tt0116282,tt0335245,tt0477348,tt0887883
nm0002665	Benjamin Parmentier	\N	\N	writer,miscellaneous	tt0191565,tt3743444
nm0002666	Nancy Klopper	\N	\N	casting_director,casting_department,executive	tt0118971,tt0151804,tt0350258,tt0120667
nm0002667	George Buck	\N	\N	actor	tt0098282,tt0094812,tt0092563,tt0086969
nm0002668	George 'Buck' Flower	1937	2004	actor,writer,producer	tt0088763,tt0088172,tt0096256,tt0080749
nm0002669	Lori L. Eschler	\N	\N	music_department,composer,editorial_department	tt0133093,tt0120623,tt0159273,tt0098936
nm0002670	Trevor Black	\N	\N	actor,producer	tt3725034,tt0118178,tt0191198
nm0002671	Trevor Black	\N	\N	actor	tt0462485,tt0112759
nm0002672	Joseph Conlan	\N	\N	composer,music_department,soundtrack	tt1208647,tt4664244,tt1659216
nm0002673	David Shaw	\N	\N	casting_director,casting_department,miscellaneous	tt2299141,tt0478942,tt0107207,tt0377260
nm0002674	C. Davis Smith	1930	2017	cinematographer,editor,camera_department	tt0196588,tt0131270,tt0128767,tt0212155
nm0002675	Robert Kuhn	\N	\N	writer	tt0102032,tt0130121,tt0120209,tt0112757
nm0002676	Robert Kuhn	\N	\N	actor	tt0082367,tt0091834,tt0334542
nm0002677	Nathalie Alonso Casale	1970	\N	editor,director,actress	tt0210838,tt0416446,tt0161800,tt0234188
nm0002678	Lincoln Stalmaster	1966	\N	miscellaneous,producer,actor	tt0090568,tt0097166,tt0117924,tt3584354
nm0002679	Lynn Stalmaster	1927	\N	casting_director,casting_department,actor	tt0068473,tt0078346,tt0083944,tt0185183
nm0002680	Jessica Gallant	1967	\N	cinematographer,camera_department,editor	tt2270372,tt3671536,tt1543405,tt0404505
nm0002681	Jim Denault	1960	\N	cinematographer,camera_department,sound_department	tt2575988,tt3791216,tt0171804,tt2848292
nm0002682	Richard Anselmo	1954	\N	actor,director,writer	tt0212795,tt0125643,tt0161942,tt0228309
nm0002683	Christopher Kendra	1970	\N	actor	tt0246890,tt0213763,tt0212815,tt0220360
nm0002684	Michael Galbraith	\N	\N	camera_department,cinematographer	tt5322012,tt1293847,tt1396484,tt7315484
nm0002685	Roger Neill	1963	\N	composer,music_department,soundtrack	tt1532503,tt0420223,tt4385888,tt0362153
nm0002686	Michael Stone	1949	2005	camera_department,cinematographer	tt0107206,tt0080120,tt0213149,tt0368891
nm0002687	Janet Zdyb	1975	\N	assistant_director,miscellaneous	tt0290095,tt0292506,tt0251160,tt0186151
nm0002688	Mitch Davis	1971	\N	producer,miscellaneous,director	tt0212919,tt2926810,tt0166370,tt0434054
nm0002689	Dana MacDuff	1955	\N	art_department,producer,miscellaneous	tt1397280,tt0936501,tt1650426,tt8063258
nm0002690	Danica DeCosto	1976	\N	actress,director,producer	tt0313708,tt0375962,tt0201050,tt0306998
nm0002691	Yoram Astrakhan	\N	\N	cinematographer,director,camera_department	tt0365653,tt0126886,tt5987842,tt0124819
nm0002692	Joshua Tunick	1977	\N	director,producer,editor	tt0929771,tt4723724,tt0213107,tt0404248
nm0002693	Sharon 'Mae' West	1953	2006	miscellaneous,set_decorator	tt0306685,tt0327850,tt0329774,tt0268695
nm0002694	Leland L. Jones	1963	\N	actor	tt1276434,tt0249478,tt0216020,tt4463894
nm0002695	Amit Khanna	1951	\N	producer,soundtrack,music_department	tt0154788,tt0154653,tt0232626,tt0213239
nm0002696	Cort Hessler	1969	\N	stunts,assistant_director,miscellaneous	tt0197182,tt0480249,tt0452623
nm0002697	Mark Giambruno	\N	\N	actor,writer,art_director	tt0770762,tt0157501,tt0157493,tt0248119
nm0002698	Carl James	\N	\N	director,actor,writer	tt0218545,tt0311443,tt0169346
nm0002699	Xavier Koller	1944	\N	director,writer,miscellaneous	tt0186202,tt0143860,tt0100470,tt1954412
nm0002700	Malcolm D. Lee	1970	\N	director,producer,writer	tt3564472,tt0168501,tt0279493,tt2083355
nm0002701	Paulette Rubinstein	1923	\N	actress,miscellaneous,writer	tt0108550,tt0219756,tt0138101,tt0104452
nm0002702	Giancarlo Zagni	1926	2013	writer,director,assistant_director	tt0057615,tt0204675,tt0409665,tt0055787
nm0002703	Roger Heman Sr.	1898	1969	sound_department,assistant_director,miscellaneous	tt0032551,tt0045810,tt0042192,tt0035763
nm0002704	Bill D'Elia	\N	\N	producer,writer,director	tt0108724,tt3205802,tt0402711,tt0118254
nm0002705	Elfriede Gaeng	\N	\N	writer,director,soundtrack	tt0094766,tt0184710,tt0211169,tt0227386
nm0002706	David L. Bertman	\N	\N	editor,editorial_department,director	tt1758830
nm0002707	Michael Borthwick	\N	\N	art_department,art_director,production_designer	tt0101264,tt0103250,tt0159752,tt0117096
nm0002708	Todd Busch	1966	\N	editorial_department,visual_effects,editor	tt2250912,tt0437086,tt0121765,tt2820852
nm0002709	Richard Clabaugh	1960	\N	camera_department,producer,cinematographer	tt0099364,tt1785024,tt1043844,tt0114194
nm0002710	Jeremy C. Colfer	1975	\N	production_manager,producer,writer	tt0162838,tt1245768,tt1811153,tt2353929
nm0002711	Michael Doherty	\N	\N	editor,producer,production_manager	tt0848557,tt1134854,tt2243973,tt0418819
nm0002712	Bas Dumoulin	1972	\N	editor,director,writer	tt0187739,tt0126906,tt0233578,tt0215697
nm0002713	Alan Farquharson	\N	\N	production_designer,art_department	tt0198668,tt0905642,tt0169083,tt0862601
nm0002714	Christopher Fink	\N	\N	miscellaneous,director,actor	tt0250133,tt0212360
nm0002715	Arthur K. Flam	\N	\N	writer,miscellaneous,director	tt0112288,tt0454224,tt1199550,tt0188757
nm0002716	Charles Gibson	\N	\N	visual_effects,assistant_director,director	tt0325980,tt0449088,tt0383574,tt0438488
nm0002717	Robert C. Jones	1937	\N	editor,writer,actor	tt0066011,tt0061735,tt0057193,tt0077362
nm0002718	Brian Koppelman	1966	\N	writer,producer,director	tt4270492,tt0313542,tt0465538,tt2364841
nm0002719	Vincent Lascoumes	1959	\N	assistant_director,actor	tt3501632,tt0177789,tt0349710,tt4500922
nm0002720	Andrew Lowes	1975	\N	director,writer,sound_department	tt0262544,tt0270838,tt0208678,tt0213537
nm0002721	Kieron Phipps	\N	\N	assistant_director,production_manager,actor	tt0112573,tt1332134,tt0404030,tt0203119
nm0002722	Barry Potter	1978	\N	director,writer,editor	tt0212908,tt2956992,tt0399282,tt0413324
nm0002723	Renny Rye	1947	\N	director,miscellaneous,producer	tt0086675,tt0094525,tt0205641,tt0098923
nm0002724	Herbert Wright	1947	2005	producer,miscellaneous,writer	tt0106144,tt0094578,tt0092455,tt0083198
nm0002725	Eric Yellin	\N	\N	assistant_director,miscellaneous,actor	tt0120685,tt0489099,tt1568338,tt0356618
nm0002726	Roger Young	1942	\N	director,producer,writer	tt0113483,tt3068894,tt0199232,tt0384766
nm0002727	Ludwig van Beethoven	1770	1827	soundtrack,music_department,composer	tt0238380,tt1535108,tt1386703,tt0988045
nm0002728	Juan José Campanella	1959	\N	writer,actor,director	tt0347449,tt1305806,tt0210843,tt1994702
nm0002729	Matthew J. Clark	\N	\N	assistant_director,editor,location_management	tt0111151,tt2017109,tt0289889,tt0100661
nm0002730	Fiona Winning	\N	\N	assistant_director,location_management,producer	tt0290334,tt0831387,tt0376994,tt0338337
nm0002731	Kenna Doeringer	\N	\N	sound_department,editor,editorial_department	tt0368008,tt0117765,tt0352248,tt0117039
nm0002732	Taz Goldstein	\N	\N	producer,miscellaneous,writer	tt2014351,tt0210633,tt1977038,tt4740684
nm0002733	Marc Grossman	\N	\N	editor,editorial_department,camera_department	tt0110392,tt0097332,tt0398571,tt0100934
nm0002734	Catherine Ircha	\N	\N	art_director,art_department	tt1535108,tt1190080,tt0970416,tt1234721
nm0002735	Robert J. Lyons	\N	\N	producer,cinematographer,director	tt6087056,tt5599520,tt3130286
nm0002736	D.A. Metrov	\N	\N	writer,producer,director	tt0432317,tt0091981,tt2434766,tt1991186
nm0002737	Tomaz Sarc	1967	\N	actor,director	tt0064091,tt0210463
nm0002738	Cliff Lanning	1965	\N	assistant_director,producer,miscellaneous	tt4630562,tt1860357,tt0373889,tt0372784
nm0002739	Daniel Geller	\N	\N	producer,director,cinematographer	tt1737747,tt0436095,tt2960450,tt0107314
nm0002740	Ben Eberhard	1975	\N	actor,producer	tt0203713,tt0207826,tt0126827,tt0484377
nm0002741	Oliver Block	1977	\N	actor	tt0093818,tt0094737,tt0099077
nm0002742	Marc Meisels	1965	\N	art_department,special_effects,miscellaneous	tt0181852,tt1189340,tt0119177,tt0316654
nm0002743	Daniel McVicar	1958	\N	actor,producer,director	tt0092325,tt0088587,tt0111093,tt0849423
nm0002744	Chris Baugh	\N	\N	location_management,director,writer	tt2039393,tt1024648,tt2080374,tt2209764
nm0002745	Rolf Coulanges	1945	\N	cinematographer,director,editor	tt0180794,tt0181159,tt0180957,tt0180969
nm0002746	Terra Abroms	\N	\N	production_manager,editorial_department,producer	tt0264395,tt0430105,tt0132347,tt1600195
nm0002747	Mark Sanger	1974	\N	editorial_department,editor,visual_effects	tt1014759,tt1454468,tt0120347,tt3371366
nm0002748	Lisa L. Pollaro	\N	\N	visual_effects	tt0216216,tt0185183,tt0120844,tt0118571
nm0002749	Michael Nankin	1955	\N	producer,director,writer	tt0407362,tt0093075,tt2189221,tt1699748
nm0002750	Robert Cousins	\N	\N	production_designer,writer,miscellaneous	tt0424880,tt4018492,tt1111876,tt0462023
nm0002751	Francisco Rojo Villada	1958	\N	production_manager,transportation_department,actor	tt0440963,tt0947810,tt0758774,tt2515034
nm0002752	Tim Clague	1973	\N	writer,director,producer	tt3800520,tt9047024,tt0205903,tt8344316,tt1536519
nm0002753	Elvira Bolz	\N	\N	production_manager,producer,writer	tt0111416,tt0907694,tt0118646,tt0356443
nm0002754	Steven Tyler Sahlein	\N	\N	production_manager,producer,miscellaneous	tt2327601,tt3972110,tt0109361,tt0208234
nm0002755	Nellie Adami	\N	\N	miscellaneous,assistant_director	tt0479884,tt0115759,tt0378109,tt0118928
nm0002756	Cal Johnson	\N	\N	stunts,actor,assistant_director	tt3890160,tt4574334,tt0822854,tt1156398
nm0002757	Kami Turrou	1967	\N	miscellaneous	tt0103074,tt0105986,tt0110687,tt0102005
nm0002758	Jean-Claude Schlim	1963	\N	producer,production_manager,location_management	tt0405022,tt0144964,tt0189998,tt0379889
nm0002759	Ernesto Gastaldi	1934	\N	writer,director,assistant_director	tt0085125,tt0061906,tt0087261,tt0062806
nm0002760	Derek Bruyere	\N	\N	camera_department,miscellaneous	tt0146984,tt0120891,tt0120812,tt0120353
nm0002761	Tov Belling	\N	\N	camera_department,assistant_director,miscellaneous	tt0458525,tt0325710,tt0397065,tt0121766
nm0002762	Travis Baumann	1972	\N	visual_effects	tt0190332,tt0120591,tt0338337,tt0181689
nm0002763	James S. Fowler	1971	\N	assistant_director,director,cinematographer	tt0207569,tt0207347,tt0262985,tt0181248
nm0002764	Tina Pehme	\N	\N	producer,miscellaneous,production_manager	tt1014774,tt0213985,tt5734214,tt0446298
nm0002765	Alan Williams	\N	\N	composer,music_department,soundtrack	tt0146063,tt0140803,tt0288593,tt1894561
nm0002766	Larry Lalonde	\N	\N	producer,writer,miscellaneous	tt1091909,tt0224902,tt0159797,tt0118359
nm0002767	Larry Lalonde	\N	\N	music_department,soundtrack,actor	tt1007028,tt1710621,tt2138180,tt0121955
nm0002768	Blanche Friderici	1878	1933	actress,soundtrack	tt0024539,tt0025316,tt0022879,tt0019344
nm0002769	Romy Schneider	1938	1982	actress,soundtrack	tt0073155,tt0049762,tt0081182,tt0048624
nm0002770	John Hughes	1882	1954	art_director,miscellaneous,art_department	tt0036582,tt0040897,tt0034167,tt0027438
nm0002771	Edward J. Montagne	1885	1932	writer,miscellaneous	tt0016881,tt0018457,tt0008730,tt0041770
nm0002772	Jay Jennings	1965	\N	producer,director,writer	tt0918487,tt0918573,tt0213061,tt0914842
nm0002773	Norma Maldonado	1962	\N	actress	tt0106079,tt0284718,tt1582454,tt1843146
nm0002774	Ken Lauber	\N	\N	music_department,composer,soundtrack	tt0060347,tt0079278,tt1450321,tt0058756
nm0002775	Brendan Kailer Lieb	1967	\N	actor	tt0119672,tt0195108,tt0114910
nm0002776	Johnny Hallyday	1943	2017	soundtrack,actor,composer	tt1329454,tt0301414,tt0401445,tt3488710
nm0002777	Larry Mendte	1957	\N	actor,director,producer	tt0167515,tt2102736,tt1475226,tt0119942
nm0002778	Scott Wetsel	\N	\N		\N
nm0002779	Jennifer O'Neil	\N	\N	miscellaneous,casting_department	tt0106069,tt0202752,tt0115710,tt0131325
nm0002780	Jennifer O'Neil	\N	\N	miscellaneous	tt0119318,tt0112160
nm0002781	Jessica Wilson	\N	\N	miscellaneous,assistant_director,director	tt0217331,tt0118730,tt0120875,tt0120878
nm0002782	Jessica Wilson	1974	\N	actress	tt0107413
nm0002783	Alain Olivieri	1960	\N	assistant_director,production_manager,miscellaneous	tt0290594,tt0387898,tt0120471,tt1602620
nm0002784	Frank Simeone	\N	\N	production_manager,producer,assistant_director	tt0096332,tt0086197,tt0329774,tt0078788
nm0002785	Henri Aubertin	\N	\N	costume_department,costume_designer	tt3385516,tt1877832,tt2334879,tt0300556
nm0002786	Mia Korf	\N	\N	actress	tt0112022,tt0062595,tt0383718,tt0368479
nm0002787	Steve Cohen	\N	2012	writer,producer	tt0120596,tt0282695,tt0433309
nm0002788	Matthew M. Meyer	\N	\N	sound_department,music_department,miscellaneous	tt0151022,tt0210000,tt1244588,tt0401516
nm0002789	Matt Mayer	\N	\N	editorial_department,editor,visual_effects	tt0412019,tt0327162,tt0414993,tt3532216
nm0002790	Mark Hager	\N	\N	miscellaneous,actor,producer	tt0113972,tt0286716,tt0234215,tt0330793
nm0002791	Craig Dabrowski	1974	\N	editorial_department,producer,actor	tt0155197,tt0413573,tt0393567,tt1362264
nm0002792	Doug Hobart	\N	\N	actor,make_up_department,special_effects	tt0065727,tt0062481,tt0063554,tt0071654
nm0002793	Antony Thomas	1940	\N	director,writer,producer	tt0388574,tt0096154,tt0212512,tt0284696
nm0002794	Archie Hankins	1962	\N	art_department,miscellaneous	tt0378194,tt0266697,tt0115956,tt0110443
nm0002795	Karen Rea	\N	\N	casting_department,casting_director	tt0088011,tt0093605,tt0077405,tt0104231
nm0002796	Ofer Inov	\N	\N	cinematographer,camera_department,director	tt0758732,tt3757218,tt0268696,tt0374036
nm0002797	Ricardo Franco	1949	1998	director,writer,actor	tt0118788,tt0073518,tt0094729,tt0176912
nm0002798	R. Scott Loughran	1964	\N	art_department,assistant_director,miscellaneous	tt0273982,tt0183280,tt0813715,tt0212815
nm0002799	Laurie Murdoch	1958	\N	actor	tt0106179,tt1895587,tt5639976,tt1442065
nm0002800	Scott Levy	1971	\N	actor,producer,sound_department	tt1411248,tt2266084,tt0401462
nm0002801	Ashley Edner	1989	\N	actress,miscellaneous	tt0411007,tt2660888,tt0315983,tt0299591
nm0002802	Nicolas Lartigue	\N	\N	camera_department,actor,writer	tt0344854,tt0473753,tt0214582,tt0118685
nm0002803	Michael Klastorin	1957	\N	miscellaneous,actor,writer	tt0117318,tt0253754,tt0099088,tt0102070
nm0002804	Joyce Marie Brusasco	\N	\N	producer,assistant_director	tt0168035,tt0221830,tt0127024,tt0218678
nm0002805	Mark DeSousa	\N	\N	visual_effects	tt0120844,tt0316654,tt0120461,tt0164052
nm0002806	Bart Schroeven	1975	\N	producer	tt0444425
nm0002807	Ogi Ogas	\N	\N	director,writer,editor	tt0485072,tt0211180,tt0214610,tt0321019
nm0002808	Andrea Maxwell	\N	\N	visual_effects,editor,director	tt1825683,tt0259324,tt0118571,tt0145487
nm0002809	Brian Capener	\N	\N	cinematographer,writer	tt0120321,tt0214646,tt0110936,tt0118205
nm0002810	Bobby Edner	1988	\N	actor,miscellaneous,soundtrack	tt0313911,tt0388944,tt0338459,tt0104652
nm0002811	Jeremy Knaster	\N	\N	camera_department,actor,art_department	tt0368008,tt0316654,tt0268695,tt0133952
nm0002812	Rick Nathanson	\N	\N	producer,production_manager,miscellaneous	tt0105156,tt2652118,tt0106770,tt0425637
nm0002813	Amanda White	\N	\N	producer,miscellaneous,executive	tt0184858,tt0119217,tt0133412,tt0206314
nm0002814	Christopher Leone	1971	\N	director,writer,visual_effects	tt0830361,tt3479316
nm0002815	Pedro Lazaga	1918	1979	director,writer,assistant_director	tt0059611,tt0043789,tt0047335,tt0061470
nm0002816	Miguel Ligero	1890	1968	actor,writer,assistant_director	tt0057641,tt0025942,tt0047206,tt0029897
nm0002817	Soledad Miranda	1943	1970	actress	tt0218181,tt0055577,tt0065569,tt0066380
nm0002818	Kristoffer Sjöström	\N	\N	art_department,production_designer	tt0119249,tt0837106,tt1440728,tt6304046
